19, 205
20, 205
21, 205
22, 205
23, 205
24, 205
25, 205
26, 205
27, 204
28, 204
29, 205
30, 205
31, 205
32, 229
33, 228
34, 227
35, 226
36, 226
37, 226
38, 224
39, 226
40, 225
41, 225
42, 225
43, 224
44, 224
45, 224
46, 224
47, 224
48, 224
