,Clusters,MI,NMI,AMI,Rand,Hom,Comp
0,4,1.0128170230334865,0.9406302575544215,0.9390840651983469,0.9822823814240124,0.9785414108456004,0.9055470877709392
0,5,0.9672820468649241,0.7690435507813108,0.7620602595713197,0.831700964748175,0.6923564126623137,0.8648348326217705
